"year","gdp_nominal","gdp_real_2017","gdp_deflator","gnp_nominal","nfia","ME_K_net_cc","NRC_K_net_cc","RC_K_net_cc","IP_K_net_cc","NR_K_net_cc","TOTAL_PRODUCTIVE_K_net_cc","TOTAL_ALL_K_net_cc","ME_K_gross_cc","NRC_K_gross_cc","RC_K_gross_cc","IP_K_gross_cc","NR_K_gross_cc","TOTAL_PRODUCTIVE_K_gross_cc","TOTAL_ALL_K_gross_cc","ME_IG_cc","NRC_IG_cc","RC_IG_cc","IP_IG_cc","NR_IG_cc","TOTAL_PRODUCTIVE_IG_cc","TOTAL_ALL_IG_cc","ME_D_cc","NRC_D_cc","RC_D_cc","IP_D_cc","NR_D_cc","TOTAL_PRODUCTIVE_D_cc","TOTAL_ALL_D_cc","ME_K_net_real","NRC_K_net_real","RC_K_net_real","IP_K_net_real","NR_K_net_real","TOTAL_PRODUCTIVE_K_net_real","TOTAL_ALL_K_net_real","ME_K_gross_real","NRC_K_gross_real","RC_K_gross_real","IP_K_gross_real","NR_K_gross_real","TOTAL_PRODUCTIVE_K_gross_real","TOTAL_ALL_K_gross_real","ME_IG_real","NRC_IG_real","RC_IG_real","IP_IG_real","NR_IG_real","TOTAL_PRODUCTIVE_IG_real","TOTAL_ALL_IG_real","ME_D_real","NRC_D_real","RC_D_real","IP_D_real","NR_D_real","TOTAL_PRODUCTIVE_D_real","TOTAL_ALL_D_real","ME_p_K","NRC_p_K","RC_p_K","IP_p_K","NR_p_K","TOTAL_PRODUCTIVE_p_K","TOTAL_ALL_p_K","yk_ratio_real","iy_ratio_nom","dy_ratio_nom","ik_ratio_nom","dk_ratio_nom","yk_ratio_NR_real"
2014,17527.3,18151.3941201281,96.561729,17878,350.700000000001,4126.56,12139.83,17856.8,2240.06,16266.39,34123.19,36363.25,4766.18,12601.14,18356.79,2688.07,17367.32,35724.11,38412.18,806.06,811.1,1120.82,597.3,1617.16,2737.98,3335.28,639.62,461.31,499.99,448.01,1100.93,1600.92,2048.93,4397.32,11279.25,18221.7,2448.88,15676.57,33898.27,36347.15,5078.90800996472,11707.8582109469,18731.9071918261,2938.65381355857,16786.7662209117,35518.6734127377,38457.3272262963,858.948799775115,753.601959417883,1143.7237239595,652.980734444613,1612.550759193,2756.2744831525,3409.25521759711,681.588009964716,428.608210946941,510.207191826083,489.773813558565,1110.19622091166,1620.40341273774,2110.17722629631,0.938426132280571,1.07629762617195,0.979974426096358,0.914728365620202,1.03762430174458,1.00663514686738,1.00044295082283,0.535466680751794,0.156212308798275,0.0913386545560354,0.0802381020062896,0.046915895026227,1.15786770448689
2015,18224.8,18705.769478919,97.428764,18561.3,336.5,4300,12500,18500,2400,16800,35300,37700,4966.5,12975,19018,2880,17941.5,36959.5,39839.5,839.94,835.17,1161.2,639.94,1675.11,2836.31,3476.25,666.5,475,518,480,1141.5,1659.5,2139.5,4465,11475,18480,2520,15940,34420,36940,5157.075,11911.05,18997.44,3024,17068.125,36065.565,39089.565,872.170255813954,766.68606,1159.94464864865,671.937,1638.85631581395,2798.8009644626,3470.7379644626,692.075,436.05,517.44,504,1128.125,1645.565,2149.565,0.963045912653975,1.08932461873638,1.00108225108225,0.952380952380952,1.05395232120452,1.02556653108658,1.0205739036275,0.543456405546746,0.155629142706641,0.0910572406830253,0.0803487252124646,0.0470113314447592,1.17351125965615
2016,18715,19031.2096381245,98.338468,19018.7,303.700000000001,4495.55,12990.38,19710.4,2592.3,17485.93,37196.33,39788.63,5192.36,13484.01,20262.29,3110.76,18676.37,38938.66,42049.42,892.36,984.01,1762.29,710.76,1876.37,3638.66,4349.42,696.81,493.63,551.89,518.46,1190.44,1742.33,2260.79,4581.09,12447,19700.1,2656.36,17028.09,36728.19,39384.55,5291.15869524307,12919.9817457226,20251.7016006271,3187.632,18211.1404409657,38462.8420415928,41650.4740415928,909.339562990068,942.849437044952,1761.36908581257,728.324049531304,1852.18900003502,3613.55808584759,4341.88213537889,710.068695243074,472.981745722604,551.60160062708,531.272,1183.05044096568,1734.65204159276,2265.92404159276,0.981327587975788,1.0436554993171,1.00052283998558,0.97588429279164,1.02688733733496,1.01274606780242,1.01025986078297,0.518163558784805,0.194424792946834,0.0930980496927598,0.0978230916867336,0.0468414491429665,1.11763619044323
2017,19543,19543,100,19882.9,339.900000000001,4700,13500,21000,2800,18200,39200,42000,5428.5,14013,21588,3360,19441.5,41029.5,44389.5,932.95,1022.62,1877.6,767.7,1955.57,3833.17,4600.87,728.5,513,588,560,1241.5,1829.5,2389.5,4700,13500,21000,2800,18200,39200,42000,5428.5,14013,21588,3360,19441.5,41029.5,44389.5,932.95,1022.62,1877.6,767.7,1955.57,3833.17,4600.87,728.5,513,588,560,1241.5,1829.5,2389.5,1,1,1,1,1,1,1,0.498545918367347,0.196140305991915,0.0936140817684081,0.0977849489795918,0.0466709183673469,1.07379120879121
2018,20612.4,20188.4090888389,102.10017,20969.1,356.699999999997,4861.08,14075.15,22404.04,2987.2,18936.23,41340.27,44327.47,5614.55,14610.01,23031.35,3584.64,20224.56,43255.91,46840.55,914.55,1110.01,2031.35,784.64,2024.56,4055.91,4840.55,753.47,534.86,627.31,597.44,1288.33,1915.64,2513.08,4880.95,13721.4,21546,2958.76,18602.35,40148.35,43107.11,5637.49986062768,14242.8173919283,22149.2849994912,3550.512,19880.317252556,42029.6022520472,45580.1142520472,918.288286245032,1082.11217741907,1953.55244411276,777.169739689341,2000.4004636641,3953.95290777686,4731.1226474662,756.549860627679,521.417391928328,603.284999491163,591.752,1277.96725255601,1881.25225204717,2473.00425204717,0.995929071184913,1.02578089699302,1.03982363315697,1.00961213481323,1.01794826997664,1.02968789501935,1.02830994701338,0.502845299715652,0.196770390638645,0.0929362907764258,0.0981103896999221,0.0463383524103737,1.08526122177246
2019,21433.2,20650.5714276685,103.789864,21795.6,362.399999999998,5027.69,14674.8,23901.94,3186.93,19702.49,43604.43,46791.36,5806.98,15232.44,24571.19,3824.32,21039.42,45610.61,49434.93,945.89,1157.29,2167.16,837.11,2103.18,4270.34,5107.45,779.29,557.64,669.25,637.39,1336.93,2006.18,2643.57,5068.95,13946.85,22104.6,3126.76,19015.8,41120.4,44247.16,5854.63528399722,14476.8280190531,22723.5248048485,3752.11592447904,20331.4633030503,43054.9881078988,46807.1040323778,953.652495579481,1099.88211331671,2004.19735536111,821.305163150744,2053.53460889619,4057.7319642573,4879.03712740804,785.685283997223,529.978019053071,618.924804848477,625.355924479044,1315.66330305029,1934.58810789877,2559.94403237781,0.991860247191233,1.05219458157218,1.08131067741556,1.01924356202587,1.03611154934318,1.06040870224998,1.05749973557625,0.502197727348676,0.199239497601851,0.0936015154060056,0.0979336273860248,0.046008628022428,1.08596911135311
2020,21060.5,20038.4096555972,105.100656,21362.4,301.900000000001,5200,15300,25500,3400,20500,46000,49400,6006,15881.4,26214,4080,21887.4,48101.4,52181.4,978.31,1206.6,2312.06,893.07,2184.91,4496.97,5390.04,806,581.4,714,680,1387.4,2101.4,2781.4,5264,14175,22680,3304,19439,42119,45423,6079.92,14713.65,23315.04,3964.8,20793.57,44108.61,48073.41,990.350738461538,1117.87941176471,2056.37336470588,867.853905882353,2108.23015022624,4164.60351493213,5032.45742081448,815.92,538.65,635.04,660.8,1354.57,1989.61,2650.41,0.987841945288754,1.07936507936508,1.12433862433862,1.02905569007264,1.05458099696486,1.09214368812175,1.08755476300553,0.475757013594748,0.213526269556753,0.099779207521189,0.0977602173913043,0.0456826086956522,1.03083541620439
2021,23315.1,21290.3700530784,109.510074,23637.9,322.800000000003,5513.99,16588.45,27504.9,3676.85,22102.44,49607.34,53284.19,6368.66,17218.81,28275.04,4412.22,23587.47,51862.51,56274.73,1168.66,1918.81,2775.04,1012.22,3087.47,5862.51,6874.73,854.67,630.36,770.14,735.37,1485.03,2255.17,2990.54,5460.46,14482.8,23360.4,3497.76,19943.26,43303.66,46801.42,6306.83283495255,15033.1454396282,24014.4935780897,4197.312,21339.9782745807,45354.4718526704,49551.7838526704,1157.31460949331,1675.24641952684,2356.8907509571,962.917341528754,2832.56102902015,5189.45177997725,6152.369121506,846.372834952548,550.345439628175,654.093578089722,699.552,1396.71827458072,2050.81185267045,2750.36385267045,1.00980320339312,1.14538970364847,1.17741562644475,1.05120134028635,1.10826615107059,1.14556921978419,1.13851652364394,0.491652900772785,0.251446916376082,0.0967257271038941,0.118178277650041,0.0454604096893726,1.06754713387272
2022,25462.7,21865.663075608,116.450619,25843.5,380.799999999999,5846.94,17985.4,29667.44,3976.23,23832.34,53499.78,57476.01,6753.22,18668.85,30498.13,4771.48,25422.07,55920.2,60691.68,1239.23,2080.4,2993.23,1094.64,3319.63,6312.86,7407.5,906.28,683.45,830.69,795.25,1589.73,2420.42,3215.67,5663.97,14798.7,24059.7,3703,20462.67,44522.37,48225.37,6541.88951543884,15361.0545495235,24733.3729624464,4443.60372513662,21902.9440649624,46636.3170274087,51079.9207525453,1200.45041390881,1711.7893113303,2427.44961584147,1019.42088863069,2912.23972523912,5339.68934108059,6359.11022971128,877.919515438845,562.354549523502,673.672962446372,740.603725136624,1440.27406496235,2113.94702740872,2854.55075254534,1.03230419652646,1.21533648225858,1.23307605664244,1.07378611936268,1.16467401370398,1.20163818772451,1.19182102698227,0.491116332657224,0.247925789488153,0.0950574762299363,0.117997868402449,0.0452416813676617,1.06856353914753
2023,27360.9,22812.9499854364,119.935826,27820.8,459.899999999998,6200,19500,32000,4300,25700,57700,62000,7161,20241,32896,5160,27402,60298,65458,1314.06,2255.6,3228.56,1183.77,3569.66,6798.22,7981.99,961,741,896,860,1702,2598,3458,5875,15120,24780,3920,20995,45775,49695,6785.625,15694.56,25473.84,4704,22480.185,47954.025,52658.025,1245.17782258065,1748.95753846154,2500.11615,1079.15776744186,2994.13536104218,5494.25151104218,6573.40927848404,910.625,574.56,693.84,784,1485.185,2179.025,2963.025,1.05531914893617,1.28968253968254,1.29136400322841,1.0969387755102,1.22410097642296,1.2605133806663,1.24761042358386,0.498371381440446,0.248464780032821,0.094953016896374,0.117820103986135,0.0450259965337955,1.08658966351209
